traffic_volume,Day sin,Day cos,Year sin,Year cos,temp,clouds_all,rain_1h,snow_1h,is_weekend,is_holiday,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,dayofweek,day,month,year,day_hour
3011.0,-0.1305261922262839,0.99144486137299,-0.9331210173999928,-0.359562465903217,293.98,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,5.0
6067.0,0.1305261922085865,0.9914448613753198,-0.933378505709335,-0.3588935288909635,293.49,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,6.0
6381.0,0.3826834323629742,0.923879532512163,-0.93363551447031,-0.3582244074874852,292.92,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,7.0
5993.0,0.6087614290027168,0.7933533402958421,-0.9338920435508722,-0.3575551020365614,293.14,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,8.0
5993.0,0.6087614290027168,0.7933533402958421,-0.9338920435508722,-0.3575551020365614,293.14,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,8.0
5993.0,0.6087614290027168,0.7933533402958421,-0.9338920435508722,-0.3575551020365614,293.14,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,8.0
4874.0,0.9914448613726552,0.1305261922288253,-0.93465875139333,-0.3555460848383252,296.52,48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,11.0
4976.0,0.991444861373755,-0.1305261922204726,-0.9349133604367408,-0.354876046637246,296.08,76.0,0.32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,12.0
4912.0,0.923879532513144,-0.382683432360606,-0.9351674891431913,-0.3542058261090851,297.29,76.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,13.0
4912.0,0.923879532513144,-0.382683432360606,-0.9351674891431913,-0.3542058261090851,297.29,76.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,13.0
6045.0,0.6087614290094006,-0.7933533402907135,-0.935674305023256,-0.3528648394488272,298.2,32.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,15.0
6045.0,0.6087614290094006,-0.7933533402907135,-0.935674305023256,-0.3528648394488272,298.2,32.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,15.0
6400.0,0.1305261922313667,-0.9914448613723208,-0.9361791979919838,-0.3515231276133704,299.04,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,17.0
4911.0,-0.1305261922179311,-0.9914448613740896,-0.9364309230601888,-0.3508520006165601,299.69,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,18.0
4911.0,-0.1305261922179311,-0.9914448613740896,-0.9364309230601888,-0.3508520006165601,299.69,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,18.0
3006.0,-0.6087614289986495,-0.7933533402989631,-0.9369329297176286,-0.349509206188823,297.01,64.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,20.0
2693.0,-0.7933533402891529,-0.6087614290114343,-0.937183211048944,-0.3488375394477932,295.16,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,21.0
1676.0,-0.923879532507958,-0.3826834323731259,-0.937433010877122,-0.3481656934820743,294.68,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,22.0
1019.0,-0.9914448613738857,-0.1305261922194807,-0.9376823290738214,-0.3474936686368453,293.53,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2013.0,23.0
570.0,-0.991444861374424,0.1305261922153897,-0.9379311655109484,-0.346821465257377,292.79,88.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,0.0
570.0,-0.991444861374424,0.1305261922153897,-0.9379311655109484,-0.346821465257377,292.79,88.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,0.0
286.0,-0.7933533402916649,0.6087614290081607,-0.938427392595366,-0.3454765242772115,290.96,88.0,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,2.0
350.0,-0.6087614290134679,0.7933533402875925,-0.9386747829876873,-0.3448037873675671,290.85,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,3.0
350.0,-0.6087614290134679,0.7933533402875925,-0.9386747829876873,-0.3448037873675671,290.85,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,3.0
350.0,-0.6087614290134679,0.7933533402875925,-0.9386747829876873,-0.3448037873675671,290.85,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,3.0
5968.0,0.1305261922128483,0.9914448613747588,-0.9394140600406404,-0.3427845151081947,289.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,6.0
5968.0,0.1305261922128483,0.9914448613747588,-0.9394140600406404,-0.3427845151081947,289.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,6.0
6225.0,0.608761429006127,0.7933533402932254,-0.939904498373809,-0.3414374524516585,290.61,0.0,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,8.0
5490.0,0.793353340286032,0.6087614290155015,-0.9401489932514172,-0.3407636578163031,292.66,0.0,0.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,9.0
4678.0,0.923879532511565,0.3826834323644181,-0.940393005102138,-0.3400896881044328,294.28,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,10.0
4678.0,0.923879532511565,0.3826834323644181,-0.940393005102138,-0.3400896881044328,294.28,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,10.0
4880.0,0.9914448613750934,-0.1305261922103069,-0.9408795792216934,-0.3387412248363182,299.54,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,12.0
4880.0,0.9914448613750934,-0.1305261922103069,-0.9408795792216934,-0.3387412248363182,299.54,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,12.0
5471.0,0.7933533402947858,-0.6087614290040934,-0.9413642197325132,-0.3373920654185519,301.5,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,14.0
5832.0,0.6087614290175352,-0.7933533402844716,-0.9416058145732458,-0.3367172255199522,301.15,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,15.0
6640.0,0.3826834323667863,-0.923879532510584,-0.9418469256386284,-0.3360422126237479,301.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,16.0
6503.0,0.1305261922271049,-0.9914448613728818,-0.9420875528047454,-0.335367027076852,300.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,17.0
4805.0,-0.1305261922077655,-0.991444861375428,-0.9423276959479876,-0.334691669226106,300.15,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,18.0
3602.0,-0.3826834323622091,-0.92387953251248,-0.9425673549449748,-0.334016139418493,297.13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,19.0
3059.0,-0.6087614290020598,-0.7933533402963463,-0.9428065296725756,-0.3333404380010846,294.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,20.0
2667.0,-0.7933533402917697,-0.608761429008024,-0.9430452200079076,-0.3326645653210409,294.67,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,21.0
2302.0,-0.9238795325096032,-0.3826834323691546,-0.9432834258283376,-0.3319885217256094,293.63,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,22.0
2306.0,-0.9914448613725472,-0.1305261922296463,-0.9435211470114804,-0.3313123075621259,292.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,23.0
2306.0,-0.9914448613725472,-0.1305261922296463,-0.9435211470114804,-0.3313123075621259,292.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,23.0
2306.0,-0.9914448613725472,-0.1305261922296463,-0.9435211470114804,-0.3313123075621259,292.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,2013.0,23.0
282.0,-0.7933533402979067,0.608761429000026,-0.9442314015170754,-0.3292826451380325,288.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,2.0
282.0,-0.7933533402979067,0.608761429000026,-0.9442314015170754,-0.3292826451380325,288.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,2.0
843.0,-0.3826834323715228,0.923879532508622,-0.9447024791018596,-0.3279286903867984,285.63,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,4.0
3021.0,-0.1305261922321877,0.9914448613722128,-0.9449372899051506,-0.3272514601139455,285.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,5.0
3021.0,-0.1305261922321877,0.9914448613722128,-0.9449372899051506,-0.3272514601139455,285.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,5.0
3021.0,-0.1305261922321877,0.9914448613722128,-0.9449372899051506,-0.3272514601139455,285.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,5.0
3021.0,-0.1305261922321877,0.9914448613722128,-0.9449372899051506,-0.3272514601139455,285.12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,5.0
5687.0,0.7933533402886488,0.6087614290120913,-0.9458716770456292,-0.3245408611606386,289.85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,9.0
5687.0,0.7933533402886488,0.6087614290120913,-0.9458716770456292,-0.3245408611606386,289.85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,9.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
4750.0,0.9914448613737776,0.1305261922203018,-0.9463359552928772,-0.3231845598414591,293.29,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,11.0
3069.0,-0.9914448613731084,-0.1305261922253846,-0.949080750395626,-0.3150329018189616,286.55,68.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,9.0,2013.0,23.0
866.0,-0.9914448613752014,0.1305261922094858,-0.9493063166009816,-0.3143525365914463,284.95,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,0.0
866.0,-0.9914448613752014,0.1305261922094858,-0.9493063166009816,-0.3143525365914463,284.95,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,0.0
358.0,-0.7933533402952899,0.6087614290034363,-0.9497559857009248,-0.3129913219647867,283.93,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,2.0
383.0,-0.6087614290181922,0.7933533402839674,-0.9499800883644824,-0.3123104732650032,282.48,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,3.0
383.0,-0.6087614290181922,0.7933533402839674,-0.9499800883644824,-0.3123104732650032,282.48,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,3.0
2838.0,-0.130526192227926,0.9914448613727738,-0.950426829343076,-0.3109482948415503,279.11,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,5.0
5753.0,0.1305261922213718,0.9914448613736366,-0.9506494674285866,-0.3102669658177368,278.62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,6.0
6435.0,0.382683432361444,0.9238795325127968,-0.950871617092308,-0.3095854773859061,278.78,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,7.0
5873.0,0.6087614290014027,0.7933533402968505,-0.9510932782201044,-0.3089038298961912,283.46,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,8.0
5873.0,0.6087614290014027,0.7933533402968505,-0.9510932782201044,-0.3089038298961912,283.46,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,8.0
4689.0,0.923879532509286,0.3826834323699197,-0.951535134412654,-0.3075400591439957,289.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,10.0
5204.0,0.9914448613724391,0.1305261922304674,-0.951755329250374,-0.3068579365822431,290.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,11.0
5469.0,0.9914448613739713,-0.1305261922188304,-0.9519750350981384,-0.3061756563639539,291.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,12.0
5469.0,0.9914448613739713,-0.1305261922188304,-0.9519750350981384,-0.3061756563639539,291.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,12.0
5469.0,0.9914448613739713,-0.1305261922188304,-0.9519750350981384,-0.3061756563639539,291.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,12.0
6309.0,0.6087614290107146,-0.7933533402897052,-0.9526312175741556,-0.3041278732756697,293.84,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,15.0
6309.0,0.6087614290107146,-0.7933533402897052,-0.9526312175741556,-0.3041278732756697,293.84,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,15.0
5916.0,0.1305261922185814,-0.991444861374004,-0.9530662255456276,-0.3027619026961801,293.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,17.0
5369.0,-0.130526192216289,-0.9914448613743058,-0.9532829950919788,-0.3020786839028311,292.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,18.0
4027.0,-0.3826834323567075,-0.9238795325147588,-0.9534992748634948,-0.3013953099084154,289.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,19.0
3271.0,-0.6087614290088802,-0.7933533402911127,-0.953715064749056,-0.300711781064035,286.48,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,20.0
3271.0,-0.6087614290088802,-0.7933533402911127,-0.953715064749056,-0.300711781064035,286.48,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,20.0
2756.0,-0.9238795325073242,-0.3826834323746561,-0.954145174419094,-0.2993442602301845,284.89,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,22.0
1947.0,-0.9914448613736694,-0.1305261922211228,-0.9543594939825908,-0.2986602689433152,284.62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,23.0
1947.0,-0.9914448613736694,-0.1305261922211228,-0.9543594939825908,-0.2986602689433152,284.62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,2013.0,23.0
749.0,-0.9238795325157396,0.3826834323543393,-0.9547866620159936,-0.2972918263867287,283.89,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,1.0
574.0,-0.7933533402926731,0.6087614290068466,-0.9549995102664138,-0.2966073758201399,283.89,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,2.0
574.0,-0.7933533402926731,0.6087614290068466,-0.9549995102664138,-0.2966073758201399,283.89,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,2.0
574.0,-0.7933533402926731,0.6087614290068466,-0.9549995102664138,-0.2966073758201399,283.89,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,2.0
891.0,-0.1305261922236642,0.9914448613733348,-0.9556351106410618,-0.2945531111871771,283.42,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,5.0
891.0,-0.1305261922236642,0.9914448613733348,-0.9556351106410618,-0.2945531111871771,283.42,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,5.0
2228.0,0.3826834323654153,0.923879532511152,-0.956056389489091,-0.2931828441725123,283.83,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,7.0
3407.0,0.608761429004813,0.7933533402942337,-0.9562662921675412,-0.2924974845432737,286.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,8.0
3407.0,0.608761429004813,0.7933533402942337,-0.9562662921675412,-0.2924974845432737,286.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,8.0
4782.0,0.9238795325109312,0.3826834323659484,-0.9566846234940974,-0.2911263148015943,290.89,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,10.0
4782.0,0.9238795325109312,0.3826834323659484,-0.9566846234940974,-0.2911263148015943,290.89,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,10.0
4782.0,0.9238795325109312,0.3826834323659484,-0.9566846234940974,-0.2911263148015943,290.89,75.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,2013.0,10.0
